question1,question2,label
ما أهمية دراسة الجدوى؟,ما فوائد دراسة الجدوى؟,1
ما العلاقة بين الكرامة والانتماء للوطن؟,ما هي الكرامة؟,0
من ماذا تتكون الأذن؟,ما هي وظيفة الأذن؟,0
ما طريقة تحضير كيكة القرفة ؟,من طرق تحضير   القرفة؟,0
كيف احضر كيكة جوز الهند ريفاني؟,من طرق تحضير كيكة جوز الهند ريفاني؟,1
ما طريقة تحضير صينية الحلبة مع السمسم؟,من طرق تحضير   الحلبة؟,0
كم يبلغ عدد المتعلمين فوق 15 سنة في مدغشقر؟,ما نسبة مساحة مدغشقر الإجمالية؟,0
من هو كاتب كتاب الشكوك على جالينوس؟,من رد على الطبيب جالينوس في كتاب؟,1
ما طريقة تحضير المسخن ؟,من سلبيات المسخن المسخن؟,0
ما هي نسبة االصينيون في أستراليا؟,ما عدد المدن الموجودة في أستراليا؟,0
ما هو النظام الحاكم في روسيا؟,ما هو نظام روسيا الحاكم؟,1
ما طريقة تحضير الشيش طاووق التركي؟,من طرق تحضير الشيش طاووق التركي؟,1
في أي بلد ولد نجيب محفوظ؟,متى ولد نجيب محفوظ؟,0
كيف احضر البرازق؟,من طرق تحضير  البرازق؟,1
ما تعريف المنشورات االكادمية؟,ما سلبيات المنشورات الاكادمية؟,0
ما هي خلطة زيت جوز الهند لتطويل الشعر؟,ما فوائد زيت جوز الند للشعر؟,0
من طرق تحضير الكب كيك بالشوكولاتة ؟,من طرق تحضير الكب كيك   ؟,0
ما حكم إفطار المرضع في رمضان؟,هل للمرضع أن تفطر في رمضان؟,1
ما هي الفحوصات للكشف عن البهاق؟,ما فحوصات البهاق؟,1
ما عدد السكان في بكين؟,ما عدد السكان في شنغاهاي؟,0
من هو مدير قاعدة البيانات؟,ماذا نقصد بقواعد البيانات؟,0
ما كيفية تحضير كرات التمر بالدايجيستف والهيل؟,طرق تحضير  كرات التمر بالمكسرات؟,0
أين يقع إنترناشونال كوميرس سنتر؟,ما سبب حصول شنغهاي وورلد فينيشال سنتر للعديد من الجوائز؟,0
ما هو العلاج البديل لليرقان؟,ما هو علاج الطب البديل للصفراء؟,0
ما نسبة وجود الإنجليز في أستراليا؟,ما اللغة الرسمية في أستراليا؟,0
ما هو الصيام لغة؟,ما معنى لفظة الصيام؟,1
ما طريقة تحضير كريمة الزبدة  ؟,من طرق تحضير كريمة الزبدة ؟,1
في أي سنة قامت القوات البرتغالية باحتلال جزر القمر؟,في أي سنة قام الإحتلال الفرنسي بالدخول على جزر القمر؟,0
مم تتكون تقنية المعلومات؟,ما هي تقنية المعلومات؟,0
لماذا كان التنقل بين قارة آسيا و قارة أوقيانوسيا سهلاً في قديم الزمان؟,ما السبب وراء سهولة التنقل بين قارة أوقيانوسيا وقارة آسيا قديماً؟,1
كيف احضر عجينة البيتزا بنكهة الثّوم والبصل؟,من طرق تحضير عجينة البيتزا بنكهة الثّوم والبصل؟,1
كم عدد مقاطعات الصين؟,ما هي الدول التي تشارك الصين في الحدودج البرية؟,0
ما هي قرى  مدينة قضاء الصناعية؟,من القرى الموجودة في مدينة قضاء الصناعية ؟,1
ما هي أقسام قارة أوقيانوسيا؟,إلى ماذا تتقسم قارة أوقيانوسيا؟,1
متى شيدت قلعة كرملين؟,متى تأسست قلعة الكرملين؟,1
ماذا يحتاج الوجه حتى يبقى جميلاً؟,كيف أحافظ على جمال جسمي؟,0
بماذا يتمثل البعد السياسي للمواطنة؟,ما هو الاستيطان؟,0
كيف احضر الممبار المحشي؟,من طرق تحضير الممبار المحشي؟,1
ما طريقة تحضير  حلوى الموز الهندي مع جوز الهند؟,كيف احضر حلوى الموز الهندي مع جوز الهند؟,1
ما الذي ساهم في بناء المجتمع السكاني الأول في جزيرة فيجي؟,ما هي أعلى قمة في جزيرة فيجي؟,0
ما طريقة تحضير  السلطة الخضراء بالطحينية ؟,كيف احضر  السلطة الخضراء بالطحينية؟,1
كيف أعرف جنس الجنين؟,كيف اعرف جنس طفلي؟,1
ما أهداف الرأسمالية ؟,من أهداف الرأسمالية؟,1
ما هو بالباستا فلورا؟,كيف احضر كيكة البستا فلورا؟,0
ما هي الشبكة اللاسلكية؟,ما هي الشبكة السلكية؟,0
كم يصل ارتفاع قمة بيتي؟,أين تقع ليبيا؟,0
أين توجد باتافيا القديمة في إندونيسيا؟,ما هي المساحة التقريبية لباتافيا الإندونيسية القديمة؟,0
ما هو أجمل المسارح وأقدمها يف العالم؟,ما اسم أجمل وأقدم مسرح في العالم؟,1
كيف احضر مكعبات السمك المقلية؟,ما هي طريقة تحضير مكعبات السمك المقلية؟,1
ما هو سرطان المرارة؟,هل تصاب المرارة بالسرطان؟,1
كيف احضر ترايفل الشّوكولاتة البيضاء؟,من طرق تحضير ترايفل الشّوكولاتة البيضاء؟,1
ما هو الادخار ؟,ما طرق الادخار ؟,0
ما تعريف البطالة ؟,ما تعريف معدل البطالة ؟,0
ما طريقة تحضير منزلة بالزهرة   ؟,كيف احضر منزلة بالزهرة  ؟,1
ما هي سياحة الدراجات والسيارات؟,ما هي سياحة المغامرات؟,0
متى استعاد البلغاريون أرضهم من الروم؟,متى سيطر البلغاريون أرضهم من الروم مجداً؟,1
ما هي حلوى الترك؟,من طرق تحضير حلوى الترك؟,0
متى أعلن عن استقلال أمريكا؟,في أي سنة قررت أمريكا مواجهة القوات البريطانية؟,0
كيف انظف بقع الحبر عن السجاد؟,ما هي خطوات تنظيف  بقع الحبر عن السجاد؟,1
طريقة تحضير اصابع زينب بالبهارات؟,من طرق تحضير اصابع زينب بالبهارات؟,1
ما اسم عاصمة نيجيريا؟,ما عاصمة النيجر؟,0
كيف تكون الدورة الدموية لدى الضفدع؟,كيف يكون غشاء بطين القلب لدى الضفدع؟,0
ما هي أقسام علم الجغرافيا؟,ما هي الجغرافيا القديمة؟,0
ما هي حدود إسبانيا من الجهات الأربع؟,ما هي لغة إسبانيا الرسمية؟,0
ما عدد السكان الروسييون في روسيا؟,كم عدد المسلمون في روسيا؟,0
من طرق صنع القشطة في المنزل ؟,من انواع القشطة ؟,0
من طرق تحضير الزلابية؟,من طرق تحضير الزلابية بالقشطة؟,0
ما تعريف سياحة المؤتمرات؟,ما هي السياحة الاجتماعية؟,0
ما دور مواقع التواصل الاجتماعي في انتشار صور السيلفي؟,كيف ساهمت مواقع التواصل الاجتماعي بانتشار صور السيلفي؟,1
من هما مؤسسا شركة جوجل ؟,من أنشأ شركة جوجل ؟,1
ما هي اعراض ابو صفار؟,ماهي اعراض الصفار؟,1
ما هي الأكزيما؟,ما هو الشرى؟,0
ما طريقة تحضير  لقمة السكّر المقلية؟,كيف احضر لقمة السكّر المقلية؟,1
ما هي القارة؟,بماذا تعرف القارة؟,1
متى بنيت كنيسة عمانوئيل؟,متى تم بناء كنيسة عمانوئيل؟,1
ما هو الصيام المحرم؟,ما معنى الصيام المحرم؟,1
ماذا نقصد بالسلم ؟,ما هو السلم ؟,1
ما هي خلطة المايونيز لتطويل الشعر؟,ما هو المايونيز؟,0
لماذا تظهر الدهون/الزيوت على الوجه؟,ما أسباب تراكم الدهون في منطقة البطن؟,0
ما طريقة تحضير كيك الشوكولاتة في الميكرويف ؟,من طرق تحضير كيك الشوكولاتة ؟,0
ما هي وظائف تقنية المعلومات؟,ماذا نعني بتقنية المعلومات؟,0
ما طريقة تحضير حشوة الفواكه ؟,من طرق تحضير حشوة الفواكه؟,1
ما تعريف الواجب؟,من الذي أقر الحقوق والواجبات في كل بلد؟,0
ما هي طريقة تحضير لفائف الروستو باللحم المفروم؟,من طرق تحضير اللحم المفروم؟,0
ما مكان عمل الصيدلي ؟,ما مجالات عمل الصيدلي؟,0
ما هي فوائد القهوة للبشرة ؟,كيف أصنع القهوة؟,0
ما هي اعراض الولادة في الشهر التاسع؟,ما هي اعراض المخاض في الشهر التاسع؟,1
متى ظهرت كاميرات المنظار وأين؟,ما هي كاميرات المنظار؟,0
كيف احضر كرات الجزر بالجوز ؟,من طرق تحضير كرات الفانيلا؟,0
ماذا نقصد بالاشهار ؟,ماذا نعني بالاشهار ؟,1
أين توجد كاتدرائية جاكرتا؟,ما الذي يميز بناء كاتدرائية جاكرتا؟,0
من طرق تحضير بيتزا السلمون؟,من طرق تحضير  السلمون؟,0
كيف يتنفس الضفدع؟,ما هي الطريقة التي يتنفس بها الضفدع؟,1
متى تم بناء برج خليفة؟,في أي عام بُني برج خليفة؟,1
ما هي نسبة السكان التتار في روسيا؟,كم نسبة التتار الموجودة في روسيا؟,1
كيف أطول رموشي؟,ما هي فائدة الفازلين للرموش؟,0
ما طريقة تحضير لفائف الباذنجان بالجرجير ؟,من طرق تحضير لفائف الباذنجان بالجرجير؟,1
كيف احضر البطاطا الصينية؟,من طرق تحضير البطاطا؟,0
